Video Name,Judges,Primary Factors,,,,Control Factors,,,Assesment Score,,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P10_AR_VO_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P11_AF_VFL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P11_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P11_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P11_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0.4,1,0.5,1,4.9,70,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P11_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,80.47619048,80.48
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E04_P11_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,80.47619048,80.48
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E04_P11_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P11_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P11_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P11_AF_VO_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P11_AL_VO_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P11_AR_VO_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P12_AF_VFL_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E04_P12_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P12_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P12_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,78.57142857,78.57
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,1,5.5,78.57142857,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P12_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P12_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P12_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,82.85714286,82.86
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E04_P12_AL_VML_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E04_P12_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P12_AF_VO_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E04_P12_AL_VO_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E04_P12_AR_VO_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E04_P13_AF_VFL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P13_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P13_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P13_AF_VHJ_GF,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P13_AL_VHJ_GF,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P13_AR_VHJ_GF,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P13_AF_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,80.47619048,80.48
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E04_P13_AL_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,80.47619048,80.48
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E04_P13_AR_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.2,1,0.5,1,4.7,67.14285714,71.9047619,71.9
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P13_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0.7,1,1,1,5.7,81.42857143,81.42857143,81.43
,Dr Abid Hasan Khan,1,1,0,0.7,1,1,1,5.7,81.42857143,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,1,5.7,81.42857143,,
E04_P13_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,82.85714286,82.86
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E04_P13_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,82.85714286,82.86
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E04_P13_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P13_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,82.85714286,82.86
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E04_P13_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,78.57142857,78.57
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,1,5.5,78.57142857,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P13_AF_VO_GF,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P13_AL_VO_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P13_AR_VO_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P14_AF_VFL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P14_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P14_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P14_AF_VLJ_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P14_AL_VLJ_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P14_AR_VLJ_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P14_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P14_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P14_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P14_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P14_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P14_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P15_AF_VFL_GF,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P15_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P15_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,72.85714286,72.86
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P15_AF_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,72.85714286,72.86
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P15_AL_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,72.85714286,72.86
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P15_AR_VLJ_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P15_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P15_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P15_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P15_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,72.85714286,72.86
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P15_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P15_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,72.85714286,72.86
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P16_AF_VFL_GF,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,71.9047619,71.9
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,0.5,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P16_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,0.5,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,1,5.3,75.71428571,,
E04_P16_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,70.47619048,70.48
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,0.5,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P16_AF_VHJ_GF,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,68.0952381,68.1
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,0.5,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
E04_P16_AL_VHJ_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,0.5,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P16_AR_VHJ_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,0.5,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P16_AF_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.2,1,0.5,1,4.7,67.14285714,69.52380952,69.52
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,0.5,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P16_AL_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.2,1,0.5,1,4.7,67.14285714,69.52380952,69.52
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,0.5,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P16_AR_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.1,1,0.5,1,4.6,65.71428571,68.0952381,68.1
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,0.5,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P16_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0.7,1,1,1,5.7,81.42857143,76.66666667,76.67
,Dr Abid Hasan Khan,1,1,0,0.7,1,0.5,0.5,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,1,5.7,81.42857143,,
E04_P16_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,73.80952381,73.81
,Dr Abid Hasan Khan,1,1,0,0.5,1,0.5,0.5,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P16_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,0.5,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P16_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,0.5,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P16_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,0.5,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P16_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,0.5,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P16_AF_VO_GF,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,76.19047619,76.19
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,0.5,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P16_AL_VO_GF,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,76.19047619,76.19
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,0.5,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P16_AR_VO_GF,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,0.5,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P17_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P17_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P17_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P17_AF_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,0.5,6,85.71428571,,
E04_P17_AL_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,0.5,6,85.71428571,,
E04_P17_AR_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,0.5,6,85.71428571,,
E04_P17_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,0.5,4.9,70,,
E04_P17_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,78.0952381,78.1
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,0.5,4.8,68.57142857,,
E04_P17_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,0.5,4.9,70,,
E04_P17_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P17_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P17_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,78.0952381,78.1
